"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
26374428,26,"Alfredo","Carrato","A","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,27,"Reina","García-Closas","R","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,28,"Josep","Lloreta","J","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,29,"Núria","Malats","N","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,30,"Joseph F","Fraumeni","JF","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,31,"Stephen J","Chanock","SJ","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,32,"Nilanjan","Chatterjee","N","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,33,"Nathaniel","Rothman","N","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26374428,34,"Debra T","Silverman","DT","Division of Cancer Epidemiology and Genetics (JDF, SK, JSC, MGC, MCF, DB, PS, LEM, LPO, ARB, AP, JFFJr, SJC, NC, NR, DTS), Experimental Pathology Laboratory, Laboratory of Pathology, Center for Cancer Research (KY, JYC, SMH), and Cancer and Inflammation Program (MLN), National Cancer Institute, Bethesda, MD; Usher Institute of Population Health Sciences and Informatics, The University of Edinburgh Medical School, Edinburgh UK (JDF); CIBERESP, CIBER Epidemiologia y Salud Publica, Madrid, Spain (MK, AT, JL); Centre for Research in Environmental Epidemiology (CREAL), Barcelona, Spain (MK); Municipal Institute of Medical Research (IMIM-Hospital del Mar), Barcelona, Spain (MK); Division of Genetics and Epidemiology, Institute of Cancer Research, London, UK (MGC); Spanish National Cancer Research Centre (CNIO), Madrid, Spain (FXR, NM); Departament de Ciències Experimentals i de la Salut, Universitat Pompeu Fabra, Barcelona, Spain (FXR, CS); Maine Cancer Registry, Augusta, ME (MS); Vermont Cancer Registry, Burlington, VT (AJ); Geisel School of Medicine at Dartmouth, Hanover, NH (MRK, AS); New Hampshire Department of Health and Human Services, Concord, NH (KRA); Clinical Research Directorate/Clinical Monitoring Research Program, Leidos Biomedical Research, Inc. (formerly SAIC-Frederick, Inc.), Frederick National Laboratory for Cancer Research, Frederick, MD (PL); Molecular Epidemiology Group, Instituto Universitario de Oncologia, Universidad de Oviedo, Oviedo, Asturias, Spain (AT); Hospital Ramón y Cajal, Elche, Madrid, Spain (AC); Unidad de Investigación, Hospital Universitario de Canarias, La Laguna, Spain (RGC)."
26379853,1,"Rong-Rong","Liu","RR","Department of Otolaryngology Head and Neck Surgery, Institute of Surgery Research & Daping Hospital, Third Military Medical University Chongqing 400042, China."
26379853,2,"Ji-Chuan","Chen","JC","Department of Otolaryngology Head and Neck Surgery, Institute of Surgery Research & Daping Hospital, Third Military Medical University Chongqing 400042, China."
26379853,3,"Ming-Dong","Li","MD","Department of Otolaryngology Head and Neck Surgery, Institute of Surgery Research & Daping Hospital, Third Military Medical University Chongqing 400042, China."
26379853,4,"Te","Li","T","Department of Otolaryngology Head and Neck Surgery, Institute of Surgery Research & Daping Hospital, Third Military Medical University Chongqing 400042, China."
26379853,5,"Yun","Tan","Y","Department of Otolaryngology Head and Neck Surgery, Institute of Surgery Research & Daping Hospital, Third Military Medical University Chongqing 400042, China."
26379853,6,"Min","Zhang","M","Department of Otolaryngology Head and Neck Surgery, Institute of Surgery Research & Daping Hospital, Third Military Medical University Chongqing 400042, China."
26381689,1,"Tugba Boyunegmez","Tumer","TB","Department of Molecular Biology and Genetics, Faculty of Arts and Sciences, Çanakkale Onsekiz Mart University, Çanakkale, Turkey tumertb@gmail.com."
26381689,2,"Seda","Savranoglu","S","Graduate Program of Biology, Institute of Natural and Applied Sciences, Çanakkale Onsekiz Mart University, Çanakkale, Turkey."
26381689,3,"Pelin","Atmaca","P","Department of Biology, Faculty of Arts and Sciences, Pamukkale University, Denizli, Turkey."
26381689,4,"Gulsum","Terzioglu","G","Department of Biology, Faculty of Arts and Sciences, Pamukkale University, Denizli, Turkey."
26381689,5,"Alaattin","Sen","A","Department of Biology, Faculty of Arts and Sciences, Pamukkale University, Denizli, Turkey."
26381689,6,"Sevki","Arslan","S","Department of Biology, Faculty of Arts and Sciences, Pamukkale University, Denizli, Turkey."
26392774,1,"Yanni","Li","Y","Department of Otolaryngology, PUAI Hospital, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China ; Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China."
26392774,2,"Wuhanhui","Wan","W","Department of Otolaryngology, PUAI Hospital, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China ; Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China."
26392774,3,"Ting","Li","T","Department of Otolaryngology, PUAI Hospital, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China ; Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China."
26392774,4,"Jing","Cao","J","Department of Otolaryngology, PUAI Hospital, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China ; Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China."
26392774,5,"Ge","Xu","G","Department of Otolaryngology, PUAI Hospital, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China ; Tongji Medical College, Huazhong University of Science and Technology, Wuhan, Hubei Province, People's Republic of China."
26400343,1,"J","Wang","J","Department of Biology, School of Basic Medicine, Mudanjiang Medical University, Mudanjiang, China."
26400343,2,"T","Wang","T","Department of Ultrasonography, Hongqi Hospital of Mudanjiang Medical University, Mudanjiang, China."
26400343,3,"G-Y","Yin","GY","Department of Ultrasonography, Hongqi Hospital of Mudanjiang Medical University, Mudanjiang, China."
26400343,4,"L","Yang","L","General Administration of Civil Aviation of China Northeast Regional Administration Medical Center, Shenyang, China."
26400343,5,"Z-G","Wang","ZG","Endoscopy Center, The Second Hospital of DaLian Medical University, DaLian, China."
26400343,6,"X-B","Bu","XB","Department of Biology, School of Basic Medicine, Mudanjiang Medical University, Mudanjiang, China."
26404360,1,"Linhong","Yuan","L","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. ylhmedu@126.com."
26404360,2,"Jinmeng","Liu","J","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. jinmengliu@ccmu.edu.cn."
26404360,3,"Li","Dong","L","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. dongli33@126.com."
26404360,4,"Can","Cai","C","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. caican@sina.com."
26404360,5,"Sisi","Wang","S","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. sisiwang@163.com."
26404360,6,"Bo","Wang","B","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. bobowang@ccmu.edu.cn."
26404360,7,"Rong","Xiao","R","School of Public Health, Nutrition and Food Hygiene Department, Capital Medical University, Beijing 100069. xiaor22@ccmu.edu.cn."
26406947,1,"Nosheen","Masood","N",""
26406947,2,"Aroosha","Mubashar","A",""
26406947,3,"Azra","Yasmin","A",""
26407578,1,"Lalro","Kimi","L","Department of Biotechnology, Mizoram University, Aizawl, Mizoram, 796004, India."
26407578,2,"Souvik","Ghatak","S","Department of Biotechnology, Mizoram University, Aizawl, Mizoram, 796004, India."
26407578,3,"Ravi Prakash","Yadav","RP","Department of Biotechnology, Mizoram University, Aizawl, Mizoram, 796004, India."
26407578,4,"Lalhma","Chhuani","L","Department of Zoology, Mizoram University, Aizawl, Mizoram, 796004, India."
26407578,5,"Doris","Lallawmzuali","D","Mizoram State Cancer Institute, Zemabawk, Aizawl, Mizoram, 796017, India."
26407578,6,"Jeremy L","Pautu","JL","Mizoram State Cancer Institute, Zemabawk, Aizawl, Mizoram, 796017, India."
26407578,7,"Nachimuthu Senthil","Kumar","NS","Department of Biotechnology, Mizoram University, Aizawl, Mizoram, 796004, India. nskmzu@gmail.com."
26416453,1,"Da-Long","Cao","DL","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,2,"Ding-Wei","Ye","DW","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,3,"Bo","Dai","B","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,4,"Hai-Liang","Zhang","HL","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,5,"Yi-Jun","Shen","YJ","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,6,"Yao","Zhu","Y","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,7,"Yi-Ping","Zhu","YP","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,8,"Guo-Hai","Shi","GH","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,9,"Chun-Guang","Ma","CG","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,10,"Wen-Jun","Xiao","WJ","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,11,"Xiao-Jian","Qin","XJ","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26416453,12,"Guo-Wen","Lin","GW","Department of Urology, Fudan University Shanghai Cancer Center, Shanghai, 200032, China."
26434855,1,"Anita","Sharma","A","Division of Molecular Diagnostics, Institute of Cytology and Preventive Oncology, Delhi, India E-mail : jksharma55@yahoo.com."
26434855,2,"Sanjay","Gupta","S",""
26434855,3,"Pushpa","Sodhani","P",""
26434855,4,"Veena","Singh","V",""
26434855,5,"Ashok","Sehgal","A",""
26434855,6,"Sarita","Sardana","S",""
26434855,7,"Ravi","Mehrotra","R",""
26434855,8,"Joginder Kumar","Sharma","JK",""
26435566,1,"Adina","Stoian","A","Department of Pathophysiology, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26435566,2,"Claudia","Bănescu","C","Department of Medical Genetics, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26435566,3,"Rodica Ioana","Bălaşa","RI","Department of Neurology, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26435566,4,"Anca","Moţăţăianu","A","Department of Neurology, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26435566,5,"Mircea","Stoian","M","Intensive Care Unit, Mureș County Hospital, Bernády György 6, 540000 Tîrgu Mureş, Romania."
26435566,6,"Valeriu G","Moldovan","VG","Department of Medical Genetics, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26435566,7,"Septimiu","Voidăzan","S","Department of Epidemiology, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26435566,8,"Minodora","Dobreanu","M","Department of Laboratory Medicine, University of Medicine and Pharmacy, Gheorghe Marinescu 38, 540139 Tîrgu Mureş, Romania."
26456689,1,"Xiaohong","Li","X","National Center for Birth Defect Monitoring of China, West China Second University Hospital, Sichuan University, Chengdu, China."
26456689,2,"Zhen","Liu","Z","National Center for Birth Defect Monitoring of China, West China Second University Hospital, Sichuan University, Chengdu, China."
26456689,3,"Ying","Deng","Y","National Center for Birth Defect Monitoring of China, West China Second University Hospital, Sichuan University, Chengdu, China."
26456689,4,"Shengli","Li","S","Department of Ultrasound, Shenzhen Maternity &Child Healthcare Hospital, Southern Medical University, Shenzhen, Guangdong, China."
26456689,5,"Dezhi","Mu","D","Department of Pediatrics, West China Second University Hospital, Sichuan University, Chengdu, 610041, China."
26456689,6,"Xiaoxian","Tian","X","Department of Ultrasound, Maternal and Child Healthcare Hospital of Guangxi Zhuang Autonomous Region, Nanning, Guangxi, China."
26456689,7,"Yuan","Lin","Y","Department of Obstetrics &Gynecology, Fujian Provincial Maternal and Child Healthcare Hospital, Fuzhou, Fujian, China."
26456689,8,"Jiaxiang","Yang","J","Department of Ultrasound, Sichuan Provincial Maternal and Child Healthcare Hospital, Chengdu, Sichuan, China."
26456689,9,"Jun","Li","J","Department of Ultrasound, Xijing Hospital, Fourth Military Medical University, Xi'an, Shanxi, China."
26456689,10,"Nana","Li","N","National Center for Birth Defect Monitoring of China, West China Second University Hospital, Sichuan University, Chengdu, China."
26456689,11,"Yanping","Wang","Y","National Office for Maternal and Child Health Surveillance, West China Second University Hospital, Sichuan University, Chengdu, China."
26456689,12,"Xinlin","Chen","X","Hubei Provincial Maternal and Child Healthcare Hospital, Wuhan, China."
26456689,13,"Kui","Deng","K","National Center for Birth Defect Monitoring of China, West China Second University Hospital, Sichuan University, Chengdu, China."
26456689,14,"Jun","Zhu","J","National Center for Birth Defect Monitoring of China, West China Second University Hospital, Sichuan University, Chengdu, China."
26528065,1,"Mihai D","Porojan","MD","Department of Internal Medicine, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania."
26528065,2,"Cornelia","Bala","C","Department of Diabetes, Nutrition and Metabolic Diseases, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania."
26528065,3,"Roxana","Ilies","R","Department of Molecular Sciences, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania."
26528065,4,"Andreea","Catana","A","Department of Molecular Sciences, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania."
26528065,5,"Radu A","Popp","RA","Department of Molecular Sciences, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania."
26528065,6,"Dan L","Dumitrascu","DL","Department of Internal Medicine, Iuliu Hatieganu University of Medicine and Pharmacy, Cluj-Napoca, Romania."
26529288,1,"Neha","Sharma","N","Department of Biotechnology, Thapar University, Patiala, Punjab 147002, India."
26529288,2,"Amrita","Singh","A","Department of Biotechnology, Thapar University, Patiala, Punjab 147002, India."
26529288,3,"Navneet","Singh","N","Department of Pulmonary Medicine, Post Graduate Institute of Education and Medical Research (PGIMER), Sector 14, Chandigarh, India."
26529288,4,"Digamber","Behera","D","Department of Pulmonary Medicine, Post Graduate Institute of Education and Medical Research (PGIMER), Sector 14, Chandigarh, India."
26529288,5,"Siddharth","Sharma","S","Department of Biotechnology, Thapar University, Patiala, Punjab 147002, India. Electronic address: siddharthsharma.phd@thapar.edu."
26535619,1,"O","Soto-Quintana","O","Molecular Genetics Laboratory, Molecular Medicine Division, Western Biomedical Research Center, Western National Medical Center, Mexican Institute of Social Security, Guadalajara, Jalisco, Mexico."
26535619,2,"G M","Zúñiga-González","GM","Mutagenesis Laboratory, Molecular Medicine Division, Western Biomedical Research Center, Western National Medical Center, Mexican Institute of Social Security, Guadalajara, Jalisco, Mexico."
26535619,3,"R","Ramírez-Patiño","R","Molecular Genetics Laboratory, Molecular Medicine Division, Western Biomedical Research Center, Western National Medical Center, Mexican Institute of Social Security, Guadalajara, Jalisco, Mexico."
26535619,4,"A","Ramos-Silva","A","Molecular Genetics Laboratory, Molecular Medicine Division, Western Biomedical Research Center, Western National Medical Center, Mexican Institute of Social Security, Guadalajara, Jalisco, Mexico."
26535619,5,"L E","Figuera","LE","Genetics Division, Western Biomedical Research Center, Western National Medical Center, Guadalajara, Jalisco, México."
26535619,6,"D I","Carrillo-Moreno","DI","Molecular Genetics Laboratory, Molecular Medicine Division, Western Biomedical Research Center, Western National Medical Center, Mexican Institute of Social Security, Guadalajara, Jalisco, Mexico."
26535619,7,"I A","Gutiérrez-Hurtado","IA","Molecular Genetics Laboratory, Molecular Medicine Division, Western Biomedical Research Center, Western National Medical Center, Mexican Institute of Social Security, Guadalajara, Jalisco, Mexico."
26535619,8,"A M","Puebla-Pérez","AM","Immunopharmacology Laboratory, Exact Science and Engineer University Center, University of Guadalajara, Guadalajara, Jalisco, México."
